,Datetime,ID,text,username
152,"Oct 3, 2024 · 2:12 PM UTC",1834190391530119168,$MSFT #MSFT this should be selling off as per TA but manipulation keeps it pumping,@laurensimmonss_
153,"Oct 3, 2024 · 2:03 PM UTC",1753552532935266305,$MSFT #MSFT call 415.86-413.10 $SPY  That was a great bounce 🚨 let’s see now,@UttamMarketJ
154,"Oct 3, 2024 · 1:48 PM UTC",1600326413915152385,GOOD MORNING FOLKS~ S.I😇=2😡=5💤=1 SDex=0  √#GNS 0.96 $+0.029 (3.15%)😇  √#CHEWY $8 USD+0.040 (0.14%)😇  #AMC 4.34 $−0.035 (0.80%)😡  #GME 21.36 $−0.13 (0.60%)😡  #MULN 2.74 $−0.011 (0.40%)😡  #MSFT 416.15 SD−0.98 (0.23%)😡  #TSLA 248.22 USD−0.80 (0.32%)😡  #MYSZ 1.68💤,@EYESON_NEWS
155,"Oct 3, 2024 · 1:46 PM UTC",1409300043383857158,"$MSFT #MSFT 4H update.  Completing a nested 1-2. They can spike it down a bit more, but should almost be ready for its W3 higher.  Will give it the session before projecting W3 target higher.",@beardedtradr
156,"Oct 3, 2024 · 1:37 PM UTC",1815096257821487104,"#SPX   Wave (B) has expanded. If this is a top, we can see 5 wave down in (C) to complete the expanded flat correction.  @nishkumar1977 #SPX #SPY #QQQ #NDX #AAPL #TSLA #AMZN #NVDA #MSFT",@ksethia98
157,"Oct 3, 2024 · 1:21 PM UTC",1812377723123150848,"Discipline isn't a skill. It's a choice, so make it daily.  Join us today at https://symbiaai.com and trade with Top Analysts and Algos. #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading",@DayTradeDustin
158,"Oct 3, 2024 · 1:21 PM UTC",1567283549954252802,Your strategy is your shield. Trust it even in the storm.  https://symbiaai.com to join us and trade with Top Analysts #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading #futurestrading,@wallstreetmatt
159,"Oct 3, 2024 · 1:11 PM UTC",1798373447522820096,"#MSFT $MSFT Bull/Bear Key Price Level for today 10-3-24 is:  417.82 (Bullish above & Bearish below)   Resistance Levels for today 10-3-24 are: R1 419.54, R2 421.27, R3 424.71, R4 428.16, R5 431.6, R6 435.05  Support Levels for today 10-3-24 are: S1 416.1, S2 414.37, S3 410.93, S4 407.48, S5 404.04, S6 400.59  $QQQ #NASDAQ #NASDAQ100 #NQ_F #NVIDIA #QQQ #AAPL $AAPL $TSLA #TSLA $META #META $AMZN #AMZN $NVDA #NVDA $MSFT #MSFT $GOOG $GOOG #AMZN $AMZN #daytrader #daytrading #trading #tradingtips #daytrade #trader #financialfreedom #stocks #stockmarket #investing",@DayTradingGPS
160,"Oct 3, 2024 · 12:59 PM UTC",1742113012,Group 3: Pre-Market 1 hour charts has been updated at the site:  elliottwave-forecast.com #elliottwave #ondaselliott #stocks #NVDA #AAPL #MSFT,@ElliottForecast
161,"Oct 3, 2024 · 12:50 PM UTC",1498488057967915008,"Which companies will benefit most from the longshoreman act disruption? With tech-driven supply chain solutions on the rise, are others too far behind to compete? Who will win the race to mitigate future interruptions like the ones we're facing now?   #longshoreman #PLTR #MSFT",@JBark42
162,"Oct 3, 2024 · 12:42 PM UTC",1840421237564014592,"Is OpenAI's $100 billion dream just a fantasy fueled by $6.6 billion in hype? 🤔   With Microsoft's backing, they might just pull it off—unless they trip over their own ambitious feet first!    #Microsoft #MSFT",@stock_news_AI
163,"Oct 3, 2024 · 12:32 PM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
164,"Oct 3, 2024 · 11:50 AM UTC",837406582598172673,OpenAI Closes $6.6 Billion Funding with Investment From Microsoft and Nvidia. This values the company at $157 billion. OpenAI is on pace to generate $3.6 billion in revenue this year and projects $11.6 billion next year. #OpenAI #AI #Microsoft #MSFT #Nvidia #NVDA #Apple #APPL,@GregCline
165,"Oct 3, 2024 · 11:14 AM UTC",1418269915417661445,$MSFT Time symmetry into symmetrical support. Support level taken from the same swing that the time symmetry is made from. Will be watching for an entry trigger #msft #Microsoft #trading #trader #swingtrade #SwingTrading #stocks #stockmarket #markets #makemoney #finance #money,@PrinceOfFibs
166,"Oct 3, 2024 · 10:56 AM UTC",1649351477721219072,"https://www.bloomberg.com/news/articles/2024-10-02/ai-can-only-do-5-of-jobs-says-mit-economist-who-fears-crash #AI #NVDA #MSFT MIT economist warns AI infrastructure investments may not meet investor profit expectations. ""A lot of money is going to get wasted""",@adrianhernr3
167,"Oct 3, 2024 · 10:56 AM UTC",default_profile_bigger.png,"MSFT, U5, Microsoft is generating buzz with speculation around a potential stock split, boosting investor interest. Strong cloud services performance and tech resilience add to the optimism, despite economic concerns. #MSFT #StockSplit",@huvafenfs
168,"Oct 3, 2024 · 8:02 AM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
169,"Oct 3, 2024 · 7:13 AM UTC",1840421237564014592,"Whales are diving into Microsoft's options market like kids in a candy store! With 45% of trades bullish, looks like MSFT might just ride the wave to those optimistic targets.    #Microsoft #MSFT",@stock_news_AI
170,"Oct 3, 2024 · 5:37 AM UTC",1564908723910234113,"https://www.thelayoff.com/t/1uI6dZx4 Microsoft Thread topic: Video game maker Activision Blizzard laying off 400 workers in Irvine, LA #layoff #layoffs $MSFT #microsoft #msft #powerbi #microsoftconsulting #itconsulting #msdynamics #microsoftjobs #redmond 🤖",@TheLayoffBot
171,"Oct 3, 2024 · 5:34 AM UTC",1564908723910234113,https://www.thelayoff.com/t/1uII7LhF Microsoft Thread topic: Another wave of Microsoft layoffs #layoff #layoffs $MSFT #microsoft #msft #powerbi #microsoftconsulting #itconsulting #msdynamics #microsoftjobs #redmond 🤖,@TheLayoffBot
172,"Oct 3, 2024 · 5:32 AM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
173,"Oct 3, 2024 · 3:32 AM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
174,"Oct 3, 2024 · 12:08 AM UTC",1827224964354744320,"Microsoft (#MSFT): Despite recent tech stock volatility, Microsoft remains a key player in the AI race and is poised for significant attention ahead of its mid-October earnings report. Long-term growth potential tied to AI investments makes it a strong candidate to watch​.",@strategicsignal
175,"Oct 2, 2024 · 11:32 PM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
176,"Oct 2, 2024 · 8:59 PM UTC",1665104576318697472,"#CELH is resting on lower trendline, but showing bullish divergence. This and #MSFT have me intrigued.",@followsuit7
177,"Oct 2, 2024 · 8:32 PM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
178,"Oct 2, 2024 · 8:31 PM UTC",1835590998950330368,"Following the recent ""epic stimulus measures,"" how sustainable do you believe #China's stock market recovery will be? #stockmarket #aapl #msft #tsla #business",@codemaster70
179,"Oct 2, 2024 · 7:40 PM UTC",1796055203214475264,"Master the process, and the profits will follow.  https://symbiaai.com to join us and trade with Top Analysts #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading #futurestrading",@SymbiaAI
180,"Oct 2, 2024 · 7:32 PM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
181,"Oct 2, 2024 · 6:51 PM UTC",1567283549954252802,"Don’t trade for excitement, trade for consistency.  Join us today at https://symbiaai.com and trade with Top Analysts and Algos. #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading #futurestrading",@wallstreetmatt
182,"Oct 2, 2024 · 6:50 PM UTC",1812377723123150848,A disciplined trader is a profitable trader.  https://symbiaai.com to join us and trade with Top Analysts #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading #futurestrading,@DayTradeDustin
183,"Oct 2, 2024 · 5:50 PM UTC",1839061216557207552,"$MSFT $NVDA  OpenAI Reaches $157 Billion Valuation with Microsoft and Nvidia Investments https://www.cnbc.com/2024/10/02/openai-raises-at-157-billion-valuation-microsoft-nvidia-join-round.html  Stock alerts, news, and trade ideas at tradethehalt.com #daytrading #stocks #stockmarket #MSFT #NVDA",@HaltTrade
184,"Oct 2, 2024 · 5:48 PM UTC",1840421237564014592,"OpenAI just scored $6.6B in funding, pushing its valuation to $157B—guess Microsoft really believes in AI!   With projected revenues jumping to $11.6B, it looks like the bots are officially taking over!    #OpenAI #MSFT",@stock_news_AI
185,"Oct 2, 2024 · 5:46 PM UTC",1753552532935266305,$MSFT #MSFT  Call here NFA SL below 417.49,@UttamMarketJ
186,"Oct 2, 2024 · 4:41 PM UTC",1753552532935266305,$MSFT #MSFT has 30m- an hour to push it higher if not 415.86-413.10 comes quick 🚨  NFA $SPy,@UttamMarketJ
187,"Oct 2, 2024 · 4:13 PM UTC",1796055203214475264,Your mindset shapes your trades.  Join us today at https://symbiaai.com and trade with Top Analysts and Algos. #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading #futurestrading,@SymbiaAI
188,"Oct 2, 2024 · 3:22 PM UTC",default_profile_bigger.png,"Looking at $MSFT for a simple put spread trade. Stock's been selling off, but with an IV Rank of 55, premiums are rich! Keep an eye on earnings though - they could shake things up! #OptionsTrading #MSFT #volatility",@OptionsJive
189,"Oct 2, 2024 · 2:02 PM UTC",1600326413915152385,GOOD MORNING FOLKS~ S.I😇=3😡=5SDex=😡  √#AMC 4.42 $+0.025 (0.57%😇  √#GME 22.05 $+0.080 (0.36%😇  √#MYSZ 1.78 $+0.074 (4.33%😇  #CHEWY 28.37 $−1.00 (3.42%😡  #GNS 0.84 $−0.010 1.19%😡  #MULN 3.19 $−0.030 0.94%😡  #MSFT 418.50 $−2.19 0.52%😡  #TSLA 241.72 $−16.30 6.32%😡,@EYESON_NEWS
190,"Oct 2, 2024 · 2:00 PM UTC",1714652583522897920,Microsoft's Vibrant Activity Sparks Optimism  #oxogen #oxogenai #fintech #stockexchange #ai #nasdaq #MSFT $MSFT https://www.nasdaq.com/market-activity/stocks/MSFT https://oxogen.ai/company/us/MSFT,@oxogenai
191,"Oct 2, 2024 · 1:11 PM UTC",1798373447522820096,"#MSFT $MSFT Bull/Bear Key Price Level for today 10-2-24 is: 419.98  (Bullish above & Bearish below)   Resistance Levels for today 10-2-24 are: R1 421.54, R2 423.11, R3 426.23, R4 429.36, R5 432.49, R6 435.62  Support Levels for today 10-2-24 are: S1 418.42, S2 416.85, S3 413.73, S4 410.6, S5 407.47, S6 404.34  $QQQ #NASDAQ #NASDAQ100 #NQ_F #NVIDIA #QQQ #AAPL $AAPL $TSLA #TSLA $META #META $AMZN #AMZN $NVDA #NVDA $MSFT #MSFT $GOOG $GOOG #AMZN $AMZN #daytrader #daytrading #trading #tradingtips #daytrade #trader #financialfreedom #stocks #stockmarket #investing",@DayTradingGPS
192,"Oct 2, 2024 · 1:09 PM UTC",1567283549954252802,"Focus on the setup, not the outcome.  https://symbiaai.com to join us and trade with Top Analysts #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading #futurestrading",@wallstreetmatt
193,"Oct 2, 2024 · 1:09 PM UTC",1812377723123150848,Trading isn’t about perfection. It's about progress.  Join us today at https://symbiaai.com and trade with Top Analysts and Algos. #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading,@DayTradeDustin
194,"Oct 2, 2024 · 1:08 PM UTC",1837442530087936001,"🚨 $MSFT #MSFT #NASDAQ #Markets #Bloomberg #WallStreet  INFORMATION-#TECHNOLOGY #Microsoft to #invest $420 million to build New Albany, #Ohio data center as suburb OKs incentive https://uw-media.dispatch.com/embed/video/75109680007?placement=snow-embed",@IpekInvest
195,"Oct 2, 2024 · 12:57 PM UTC",1820471789480218625,🚨 #AI PREDICTS $MSFT COULD RISE 6.88% IN THE NEXT 90 DAYS!  📊 Latest close: $420.690 📈 Predicted value: $451.770 ♦️ Fear/Greed Index: GREED 😏 ⚠️ Consider KEEPING it!  #finance #technicalanalysis #trading #investing #money #MSFT,@BullishBanterS
196,"Oct 2, 2024 · 12:12 PM UTC",1829484355535941632,#MSFT is my ex-boyfriend. #NVDA is my husband! #TSLA is my lover!,@Afeina888
197,"Oct 2, 2024 · 12:12 PM UTC",1839428103048966144,#MSFT is my ex-boyfriend. #NVDA is my husband! #TSLA is my lover!,@Ahanay999
198,"Oct 2, 2024 · 12:12 PM UTC",1830566398298615808,#MSFT is my ex-boyfriend. #NVDA is my husband! #TSLA is my lover!,@551Ismail
199,"Oct 2, 2024 · 12:11 PM UTC",1830594829161504768,#MSFT is my ex-boyfriend. #NVDA is my husband! #TSLA is my lover!,@Quintina_9329
200,"Oct 2, 2024 · 7:02 AM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
201,"Oct 2, 2024 · 4:34 AM UTC",1724287606748549120,Microsoft. There is still potential for the price to decline. - #MSFT https://www.tradingview.com/chart/MSFT/eTc3qwWL-Microsoft-There-is-still-potential-for-the-price-to-decline/,@Alex64300411686
202,"Oct 2, 2024 · 2:02 AM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
203,"Oct 1, 2024 · 11:02 PM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
204,"Oct 1, 2024 · 9:34 PM UTC",1784306281001500672,"THE MAGNIFICENT SEVEN + PINS: ( closed October 01, 2024): Uptrend if  MACD 30,57,27, TRIX,  MA8-21 are dark blue. Downtrend when they change to red. #SPX #SP500 #SPX500 #NYSE #NASDAQ100 #NASDAQ #Stocks #QQQ #dowjones #arkk #META #TSLA #MSFT #AAPL #AMZN #NVDA #GOOGL #PINS #BRK #F",@Stocks_InColors
205,"Oct 1, 2024 · 9:24 PM UTC",1791910951102582784,Nice. #MSFT,@thatloserrahul
206,"Oct 1, 2024 · 8:00 PM UTC",1823076014638952449,⚔️ Microsoft Corp 4h Harmonic 🟢 #MSFT 4h Bullish ABCD Pattern  🔆 Microsoft Corp Price: $420.50 ✅ Optimal Long Entries: $403.68 🛑 Bullish S/L: $398.43,@Investment_Scan
207,"Oct 1, 2024 · 7:29 PM UTC",1796055203214475264,Master risk management before seeking profits.  https://symbiaai.com to join us and trade with Top Analysts #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading #futurestrading,@SymbiaAI
208,"Oct 1, 2024 · 6:27 PM UTC",1567283549954252802,"Focus on mastering one setup, not chasing every opportunity.  Join us today at https://symbiaai.com and trade with Top Analysts and Algos. #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading #futurestrading",@wallstreetmatt
209,"Oct 1, 2024 · 6:27 PM UTC",1812377723123150848,The market rewards those who wait for the perfect pitch.  https://symbiaai.com to join us and trade with Top Analysts #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading #futurestrading,@DayTradeDustin
210,"Oct 1, 2024 · 4:02 PM UTC",1829454397811613696,Nice analysis! Looks like $MSFT is hovering around some important support/resistance levels. That $421 target could be key if the price consolidates and finds strength. Watching closely to see if we get that dip opportunity! 🔍📊 #Microsoft #MSFT #TechnicalAnalysis #StockMarket,@signal_mind
211,"Oct 1, 2024 · 4:01 PM UTC",1829454397811613696,"Big decision point for $MSFT indeed! 📊 The backtest looks promising, and with that consolidation near key levels, I'm leaning towards the bullish scenario as well. Let's see if the breakout delivers the upside move we're hoping for! 🚀💪 #Microsoft #MSFT #TechnicalAnalysis #StockMarket",@signal_mind
212,"Oct 1, 2024 · 4:00 PM UTC",1796055203214475264,Don't let FOMO drive your trades. Let your strategy lead and you will have results like this.  Join us today at https://symbiaai.com and trade with Top Analysts and Algos. #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading #futurestrading,@SymbiaAI
213,"Oct 1, 2024 · 4:00 PM UTC",1829454397811613696,"Nice catch on the double patterns! 📊 If $MSFT breaks out from this second flag, we could see another strong leg up. Always interesting to see recurring setups—let's see if this one follows through! 🚀 #Microsoft #TechnicalAnalysis #ChartPatterns #MSFT",@signal_mind
214,"Oct 1, 2024 · 3:53 PM UTC",1314951029197287426,https://pepperstone.com/de-de/analysen/wochenausblick/trading-ideen we started our short trade in #NQ #NAS100 with an idea in #MSFT,@investor_guard
215,"Oct 1, 2024 · 3:32 PM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
216,"Oct 1, 2024 · 3:32 PM UTC",1829454397811613696,"💡 Microsoft and Atom Computing are on a mission to build the world's most powerful quantum machine. This partnership could lead to breakthroughs across industries, boosting $MSFT's value for long-term investors. 🌌  #InvestingInMicrosoft #QuantumComputing #TechInnovation #MSFT #StockMarket #FutureTech",@signal_mind
217,"Oct 1, 2024 · 3:19 PM UTC",1753552532935266305,$MSFT #MSFT NFA $SPY  415.86-413.10 I will open week long call here,@UttamMarketJ
218,"Oct 1, 2024 · 2:28 PM UTC",1567283549954252802,"Before you trade, ask: Is the setup worth the risk?  https://symbiaai.com to join us and trade with Top Analysts #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading #futurestrading",@wallstreetmatt
219,"Oct 1, 2024 · 2:25 PM UTC",1812377723123150848,Success in trading is built in the quiet moments of patience  Join us today at https://symbiaai.com and trade with Top Analysts and Algos. #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading,@DayTradeDustin
220,"Oct 1, 2024 · 1:43 PM UTC",1600326413915152385,GOOD MORNING FOLKS~ S.I😇=1😡=6💤=1 SDex=😡  √#AMC 4.58 $+0.025 (0.55%)😇  #GME 22.90 $−0.040 (0.17%)😡  #CHEWY 29.12 $−0.17 (0.58%)😡  #MULN 2.97 $−0.18 (5.82%)😡  #MSFT 426.00 $−4.30 (1.00%)😡  #TSLA 261.50 $−0.13 (0.050%)😡  #GNS 0.91 $−0.0100 (1.09%)😡  #MYSZ 1.68💤,@EYESON_NEWS
221,"Oct 1, 2024 · 1:42 PM UTC",1515603196856569856,TESLA/𝗕earish/𝗪𝗲𝗲𝗸𝗹𝘆 𝗦𝘄𝗶𝗻𝗴/👀 #Nasdaq #TradingView #SPX #DowJones #AAPL #forex #NVDA #NDX #Investing #Stocks #Bitcoin #Trading #NQ_F #AMZN #META #MSFT #GOOGL #DayTrading #NYSE #coin #StockPicks #BTC #News #WallStreet #Finance,@KumO_IK
222,"Oct 1, 2024 · 1:08 PM UTC",1798373447522820096,"#MSFT $MSFT Bull/Bear Key Price Level for today 10-1-24 is: 429.25  (Bullish above & Bearish below)   Resistance Levels for today 10-1-24 are: R1 430.87, R2 432.49, R3 435.72, R4 438.96, R5 442.19, R6 445.43 Support Levels for today 10-1-24 are: S1 427.63, S2 426.01, S3 422.78, S4 419.54, S5 416.31, S6 413.07  $QQQ #NASDAQ #NASDAQ100 #NQ_F #NVIDIA #QQQ #AAPL $AAPL $TSLA #TSLA $META #META $AMZN #AMZN $NVDA #NVDA $MSFT #MSFT $GOOG $GOOG #AMZN $AMZN #daytrader #daytrading #trading #tradingtips #daytrade #trader #financialfreedom #stocks #stockmarket #investing",@DayTradingGPS
223,"Oct 1, 2024 · 12:58 PM UTC",1820471789480218625,🚨 #AI PREDICTS $MSFT COULD RISE 4.60% IN THE NEXT 90 DAYS!  📊 Latest close: $430.300 📈 Predicted value: $451.071 ♦️ Fear/Greed Index: GREED 😏 ⚠️ Consider KEEPING it!  #finance #technicalanalysis #trading #investing #money #MSFT,@BullishBanterS
224,"Oct 1, 2024 · 12:47 PM UTC",1829288256518696960,"As a reminder, it isn’t just “crypto” anymore, it’s: #Apple #aapl #AMD #Amazon #amzn #Coinbase #coin #Dell #Gold #Intel #intc #Coke #ko #EliLilly #lly #Meta #Microsoft #msft #Microstrategy #mstr #Netflix #nflx #NVidea #nvda #S&P500 #Tesla #tsla #Visa #V et al, w/more on the way.",@notTotallyDumb
225,"Oct 1, 2024 · 10:32 AM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
226,"Oct 1, 2024 · 6:52 AM UTC",1675884319934500864,"#MSFT Tech giants push G7 for unified cloud security standards, ditching data nationalism. BSA's plea: ""Same cloud rules, different words."" No to local data love affairs! #CloudSecurity #TechUnity",@ProfitableGoose
227,"Oct 1, 2024 · 4:02 AM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
228,"Oct 1, 2024 · 3:32 AM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
229,"Sep 29, 2024 · 12:28 PM UTC",1839149204062777345,$MSFT #MSFT Sheesh... they're everywhere.,@Jake__Wujastyk
230,"Oct 1, 2024 · 1:32 AM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
231,"Oct 1, 2024 · 12:32 AM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
232,"Sep 30, 2024 · 10:59 PM UTC",1409300043383857158,"$MSFT #MSFT 4H update.  On hold for now until price can reveal a little bit more information about its direction. Currently, both counts are valid and price is stuck in the middle.  After hours also makes it tricky. Will wait to see pre market and tomorrow and update as needed.",@beardedtradr
233,"Sep 30, 2024 · 9:52 PM UTC",1784306281001500672,"THE MAGNIFICENT SEVEN + PINS: ( closed September 30, 2024): Uptrend if  MACD 30,57,27, TRIX,  MA8-21 are dark blue. Downtrend when they change to red. #SPX #SP500 #SPX500 #NYSE #NASDAQ100 #NASDAQ #Stocks #QQQ #dowjones #arkk #META #TSLA #MSFT #AAPL #AMZN #NVDA #GOOGL #PINS #BRK",@Stocks_InColors
234,"Sep 30, 2024 · 9:02 PM UTC",1803699646516318208,🔥 MSFT(Microsoft Corporation) Stock Prediction  ⚡ AI predicts as follows.  AppStore: https://zrr.kr/gxEo Android: https://zrr.kr/rxEe #Stock #MSFT #AI #Quant #NASDAQ  👇,@riskstock
235,"Sep 30, 2024 · 7:46 PM UTC",1007045078852894720,I'm a podcasting fool lately! Took a turn in the guest seat on @RobWright22's Risk & Repeat for an episode about #Microsoft's first #securefutureinitiative report. Check it out! #sfi #csrb #cybersecurity #msft https://www.podbean.com/ew/pb-wzudx-16ec14f,@PariseauTT
236,"Sep 30, 2024 · 7:40 PM UTC",1567283549954252802,"Don’t trade for the thrill, trade for the result.  Join us today at https://symbiaai.com and trade with Top Analysts and Algos. #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading #futurestrading",@wallstreetmatt
237,"Sep 30, 2024 · 7:40 PM UTC",1812377723123150848,The only shortcut in trading is patience. Let the market come to you.  https://symbiaai.com to join us and trade with Top Analysts #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading,@DayTradeDustin
238,"Sep 30, 2024 · 7:38 PM UTC",1600326413915152385,GOOD AFTERNOON FOLKS~! S.I😇=2😡=6 SDex=😡  √#AMC 4.62 $+0.11 2.55%😇  √#GME 22.99 $+0.51 2.27%😇  #TSLA 259.03 $−1.43 0.55%😡 #CHEWY 29.33 $−0.63 2.10%😡  #GNS 0.88 $−0.066 6.93%😡  #MULN 3.10 $−0.54 14.70%😡  #MYSZ 1.67 $−0.050 2.91%😡  #MSFT 426.55 $−1.47 0.34%😡,@EYESON_NEWS
239,"Sep 30, 2024 · 7:19 PM UTC",1759739293029859328,"Watch the latest youtube video, out now. https://piped.video/fTFKEeGm7Zg #stockmarket #investing #trading #newsletter #finance #money #MSFT #Microsoft",@BraVoCycles
240,"Sep 30, 2024 · 6:56 PM UTC",1813638108878946304,$SPY $SPY $TSLA #TSLA $AMZN #AMZN $MSFT #MSFT $META #META $NVDA #NVDA $AAPL #AAPL $GOOGL #GOOG $LLY #LLY $IWM #IWM $QQQ #QQQ $UVXY #UVXY   WHO LOVES DAY TRADING?,@QuantisticAMC
241,"Sep 26, 2017 · 1:45 PM UTC",1103772882017181697,Congrats @satyanadella  on your book #HitRefresh. It is not only a great read but i love your efforts @Microsoft   Thanks and go #msft,@Steven_Ballmer
242,"Sep 30, 2024 · 3:56 PM UTC",1796055203214475264,The market doesn’t care about your feelings. Trade the plan and you will have consistent wins like this  Join us today at https://symbiaai.com and trade with Top Analysts and Algos. #spy #trading #tradesignals #tsla #nvda #aapl #tradealerts #amzn #meta #msft #amd #smci #btc #eth #crypto #stocktips #optionstrading #futurestrading,@SymbiaAI
